"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Barreirinha (AM)";"-";"-";"22";"-";"375";"-";"...";"1";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"5";"43";"15";"-";"15";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Benjamin Constant (AM)";"18";"-";"504";"-";"1500";"-";"...";"1";"-";"-";"-";"...";"-";"-";"-";"15";"-";"-";"-";"23";"-";"65";"75";"-";"340";"12";"300";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-"
"Beruri (AM)";"-";"-";"320";"-";"800";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Vista do Ramos (AM)";"-";"-";"-";"-";"560";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"12";"35";"-";"-";"37";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boca do Acre (AM)";"-";"-";"-";"-";"5000";"-";"...";"83";"7";"-";"7";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"12";"-";"60";"-";"55";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-"
"Borba (AM)";"-";"-";"3500";"-";"1725";"-";"...";"150";"4";"-";"4";"...";"-";"-";"-";"12";"-";"-";"-";"15";"3";"200";"36";"-";"80";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caapiranga (AM)";"-";"-";"1680";"-";"1680";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"8";"-";"-";"-";"15";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canutama (AM)";"-";"-";"2550";"-";"560";"-";"...";"-";"14";"-";"14";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carauari (AM)";"18";"-";"5124";"-";"800";"-";"...";"-";"1";"-";"1";"...";"-";"-";"-";"5";"-";"-";"-";"-";"-";"60";"12";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Careiro (AM)";"-";"-";"260";"-";"1650";"-";"...";"-";"9";"-";"9";"...";"-";"-";"-";"4";"-";"-";"-";"144";"-";"450";"54";"-";"160";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Careiro da Várzea (AM)";"-";"-";"-";"-";"1500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"50";"-";"50";"15";"-";"525";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coari (AM)";"85";"-";"9480";"-";"3500";"-";"...";"150";"25";"-";"25";"...";"-";"-";"-";"50";"-";"-";"-";"-";"10";"120";"70";"-";"260";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Codajás (AM)";"-";"-";"31200";"-";"1200";"-";"...";"10";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"70";"-";"200";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eirunepé (AM)";"24";"-";"84";"-";"840";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"90";"48";"-";"120";"-";"192";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"Envira (AM)";"16";"-";"77";"-";"3132";"-";"...";"-";"19";"-";"19";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"80";"13";"-";"42";"-";"16";"-";"-";"-";"-";"-";"-";"-";"15";"-";"5";"-"
"Fonte Boa (AM)";"60";"-";"380";"-";"295";"-";"...";"2";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"80";"6";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guajará (AM)";"3";"-";"-";"-";"112";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Humaitá (AM)";"-";"-";"16000";"-";"5600";"-";"...";"12";"380";"-";"380";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"28";"-";"94";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ipixuna (AM)";"3";"-";"48";"-";"420";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Iranduba (AM)";"14";"-";"520";"-";"7161";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"900";"-";"-";"-";"160";"-";"4500";"865";"-";"5610";"-";"3870";"-";"-";"-";"-";"-";"-";"-";"285";"-";"-";"-"
"Itacoatiara (AM)";"152";"-";"864";"-";"12120";"-";"...";"8";"7";"-";"7";"...";"-";"-";"-";"264";"-";"-";"-";"630";"24";"1720";"162";"-";"2975";"-";"3300";"-";"-";"-";"-";"-";"-";"-";"198";"-";"-";"-"
"Itamarati (AM)";"12";"-";"200";"-";"600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"36";"12";"-";"80";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itapiranga (AM)";"-";"-";"-";"-";"300";"-";"...";"1";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"6";"-";"25";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Japurá (AM)";"-";"-";"120";"-";"135";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juruá (AM)";"-";"-";"270";"-";"112";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jutaí (AM)";"10";"-";"120";"-";"2200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lábrea (AM)";"-";"-";"530";"-";"2860";"-";"...";"-";"83";"-";"83";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manacapuru (AM)";"-";"-";"1440";"-";"10500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"300";"3";"6000";"416";"-";"7200";"-";"7500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manaquiri (AM)";"-";"-";"80";"-";"1500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"15";"-";"-";"-";"48";"-";"1000";"14";"-";"125";"-";"192";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-"
"Manaus (AM)";"-";"-";"744";"-";"312";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"98";"-";"-";"-";"-";"-";"4009";"246";"-";"500";"-";"180";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-"
"Manicoré (AM)";"-";"-";"650";"-";"49500";"-";"...";"75";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maraã (AM)";"-";"-";"120";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maués (AM)";"-";"-";"-";"-";"600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"444";"75";"24";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nhamundá (AM)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"5";"-";"50";"9";"-";"15";"8";"14";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"Nova Olinda do Norte (AM)";"-";"-";"144";"-";"800";"-";"...";"45";"8";"-";"8";"...";"-";"-";"-";"-";"-";"-";"-";"40";"1";"90";"18";"-";"140";"-";"145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Airão (AM)";"-";"-";"165";"-";"750";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"70";"-";"-";"-";"-";"-";"105";"5";"-";"100";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Aripuanã (AM)";"-";"-";"700";"-";"10530";"-";"...";"69";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"24";"4";"180";"30";"-";"90";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parintins (AM)";"-";"-";"-";"-";"675";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"10";"12";"32";"10";"-";"51";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pauini (AM)";"12";"-";"-";"-";"4860";"-";"...";"3";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"53";"18";"-";"-";"-";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Presidente Figueiredo (AM)";"12";"-";"1800";"-";"4130";"-";"...";"-";"14";"-";"14";"...";"-";"-";"-";"700";"-";"-";"-";"64";"122";"1440";"182";"-";"300";"-";"128";"-";"-";"-";"-";"-";"8";"-";"75";"-";"-";"-"
"Rio Preto da Eva (AM)";"24";"-";"1900";"-";"9750";"-";"...";"-";"63";"-";"63";"...";"-";"-";"-";"536";"-";"-";"-";"150";"-";"17600";"42";"-";"1600";"-";"252";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-"
"Santa Isabel do Rio Negro (AM)";"6";"-";"240";"-";"285";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"Santo Antônio do Içá (AM)";"9";"-";"473";"-";"1700";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"25";"-";"-";"15";"-";"180";"48";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gabriel da Cachoeira (AM)";"24";"-";"600";"-";"900";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"95";"-";"-";"-";"5";"-";"60";"240";"-";"80";"-";"48";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"São Paulo de Olivença (AM)";"24";"-";"66";"-";"2800";"-";"...";"1";"1";"-";"1";"...";"-";"-";"-";"30";"-";"-";"-";"15";"-";"40";"20";"-";"150";"40";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"São Sebastião do Uatumã (AM)";"-";"-";"-";"-";"580";"-";"...";"-";"5";"-";"5";"...";"-";"-";"-";"24";"-";"-";"-";"56";"6";"60";"-";"-";"25";"-";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Silves (AM)";"-";"-";"264";"-";"90";"-";"...";"-";"50";"-";"50";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tabatinga (AM)";"18";"-";"48";"-";"420";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"12";"1";"40";"54";"-";"45";"12";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-"
"Tapauá (AM)";"-";"-";"1700";"-";"1320";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"10";"-";"40";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tefé (AM)";"18";"-";"1105";"-";"1100";"-";"...";"13";"-";"-";"-";"...";"-";"-";"-";"14";"-";"-";"-";"75";"-";"195";"18";"-";"50";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tonantins (AM)";"4";"-";"132";"-";"350";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"9";"-";"-";"-";"30";"-";"8";"9";"-";"80";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uarini (AM)";"-";"-";"221";"-";"220";"-";"...";"2";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"10";"-";"45";"12";"-";"40";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Urucará (AM)";"-";"-";"96";"-";"1020";"-";"...";"17";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"77";"200";"17";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"16";"-";"2";"-"
"Urucurituba (AM)";"-";"-";"180";"-";"840";"-";"...";"75";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"1";"120";"33";"-";"168";"-";"192";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-"
"Amajari (RR)";"-";"-";"98";"-";"3000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"50";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Alegre (RR)";"-";"-";"-";"-";"420";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"675";"-";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Vista (RR)";"-";"-";"-";"-";"3000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"800";"750";"-";"960";"400";"600";"-";"-";"-";"-";"-";"-";"-";"125";"-";"-";"-"
"Bonfim (RR)";"-";"-";"-";"-";"2750";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"220";"180";"-";"-";"-";"5200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cantá (RR)";"-";"-";"-";"-";"350";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"240";"-";"300";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracaraí (RR)";"-";"-";"-";"-";"1800";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"8000";"-";"42";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caroebe (RR)";"-";"-";"1500";"-";"17000";"-";"...";"650";"-";"-";"-";"...";"-";"-";"-";"25";"2876";"-";"-";"-";"-";"600";"120";"-";"100";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Iracema (RR)";"-";"-";"32";"-";"260";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94";"140";"-";"14";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mucajaí (RR)";"-";"-";"268";"-";"4050";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"696";"162";"-";"800";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Normandia (RR)";"-";"-";"-";"-";"950";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"50";"30";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacaraima (RR)";"-";"-";"24";"-";"1750";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"28";"-";"50";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rorainópolis (RR)";"-";"-";"660";"-";"2250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"120";"29380";"-";"-";"-";"-";"2800";"700";"-";"180";"-";"363";"-";"-";"-";"-";"-";"-";"-";"204";"-";"-";"-"
"São João da Baliza (RR)";"-";"-";"280";"-";"10800";"-";"...";"12";"-";"-";"-";"...";"-";"-";"-";"180";"16153";"-";"-";"72";"-";"480";"-";"-";"48";"75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luiz (RR)";"-";"-";"360";"-";"1100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"304";"2712";"-";"-";"-";"-";"400";"180";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uiramutã (RR)";"-";"-";"-";"-";"160";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-"
"Abaetetuba (PA)";"-";"-";"112000";"-";"600";"-";"...";"94";"16";"-";"16";"...";"-";"-";"-";"2330";"30000";"-";"-";"-";"-";"435";"121";"-";"-";"-";"211";"-";"-";"-";"-";"-";"41";"-";"-";"-";"5";"-"
"Abel Figueiredo (PA)";"-";"-";"184";"-";"36";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-"
"Acará (PA)";"-";"-";"120000";"-";"1631";"-";"...";"784";"-";"-";"-";"...";"-";"-";"-";"21000";"304000";"-";"-";"-";"-";"480";"508";"-";"80";"-";"114";"-";"-";"-";"-";"-";"2200";"-";"-";"-";"-";"-"
"Afuá (PA)";"-";"-";"-";"-";"386";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Azul do Norte (PA)";"-";"-";"350";"-";"955";"-";"...";"117";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alenquer (PA)";"-";"-";"5164";"-";"2400";"-";"...";"182";"-";"-";"-";"...";"-";"-";"-";"196";"-";"-";"-";"-";"-";"3859";"7800";"-";"150";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Almeirim (PA)";"-";"-";"1040";"-";"660";"-";"...";"35";"25";"-";"25";"...";"-";"27";"-";"144";"-";"-";"-";"-";"-";"135";"-";"-";"220";"-";"250";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-"
"Altamira (PA)";"-";"-";"352";"-";"13822";"-";"...";"6517";"-";"-";"-";"...";"-";"-";"-";"180";"-";"-";"-";"25";"-";"330";"60";"-";"65";"-";"110";"-";"-";"-";"-";"-";"12";"-";"-";"-";"28";"-"
"Anajás (PA)";"-";"-";"122000";"-";"2100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ananindeua (PA)";"-";"-";"113";"-";"120";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anapu (PA)";"-";"-";"1850";"-";"12000";"-";"...";"8242";"-";"-";"-";"...";"-";"-";"-";"924";"-";"-";"-";"-";"-";"360";"90";"-";"-";"-";"50";"-";"-";"23";"-";"-";"80";"-";"108";"-";"15";"-"
"Augusto Corrêa (PA)";"-";"-";"1611";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"250";"-";"-";"-";"-";"-";"41";"40";"-";"-";"-";"50";"-";"-";"-";"-";"-";"209";"-";"9";"-";"8";"-"
"Aurora do Pará (PA)";"-";"-";"7350";"-";"65";"-";"...";"8";"-";"-";"-";"...";"-";"32";"-";"-";"50665";"-";"-";"-";"-";"63";"78";"-";"-";"-";"256";"-";"-";"-";"-";"-";"1185";"-";"-";"-";"-";"-"
"Aveiro (PA)";"-";"-";"330";"-";"1361";"-";"...";"337";"-";"-";"-";"...";"-";"-";"-";"118";"-";"-";"-";"-";"6";"156";"24";"-";"-";"-";"12";"-";"-";"-";"-";"-";"2";"-";"-";"-";"20";"-"
"Bagre (PA)";"-";"-";"96800";"-";"86";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Baião (PA)";"-";"-";"9775";"-";"-";"-";"...";"469";"15";"-";"15";"...";"-";"-";"-";"480";"600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3829";"-";"-";"-";"-";"-"
"Bannach (PA)";"-";"-";"-";"-";"180";"-";"...";"5";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barcarena (PA)";"-";"-";"70000";"-";"747";"-";"...";"1139";"-";"-";"-";"...";"-";"-";"-";"3050";"-";"-";"-";"-";"-";"675";"122";"-";"331";"-";"95";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-"
"Belém (PA)";"-";"-";"680";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belterra (PA)";"24";"-";"168";"-";"1040";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"9";"-";"-";"-";"30";"-";"80";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"17";"-";"8";"-"
"Benevides (PA)";"-";"-";"1953";"-";"385";"-";"...";"23";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"228";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jesus do Tocantins (PA)";"-";"-";"90";"-";"150";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"366";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bonito (PA)";"-";"-";"1755";"-";"410";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"250";"176000";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-"
"Bragança (PA)";"-";"-";"960";"-";"303";"-";"...";"8";"-";"-";"-";"...";"-";"-";"-";"364";"-";"-";"-";"-";"-";"180";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"8";"-";"2";"-"
"Brasil Novo (PA)";"-";"-";"1800";"-";"5000";"-";"...";"5071";"-";"-";"-";"...";"-";"-";"-";"60";"-";"-";"-";"-";"1";"150";"-";"-";"225";"-";"10";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-"
"Brejo Grande do Araguaia (PA)";"-";"-";"90";"-";"1250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Breu Branco (PA)";"-";"-";"726";"-";"36";"-";"...";"89";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"122";"-";"114";"-";"-";"-";"-";"-";"99";"-";"-";"-";"12";"-"
"Breves (PA)";"-";"-";"21679";"-";"1600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bujaru (PA)";"-";"-";"70550";"-";"65";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"5020";"6722";"-";"-";"-";"-";"72";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"680";"-";"-";"-";"-";"-"
"Cachoeira do Piriá (PA)";"-";"-";"2700";"-";"775";"-";"...";"2";"-";"-";"-";"...";"-";"-";"-";"308";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-"
"Cachoeira do Arari (PA)";"-";"-";"2054";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cametá (PA)";"-";"-";"157830";"-";"178";"-";"...";"1919";"10";"-";"10";"...";"-";"-";"-";"420";"-";"-";"-";"-";"-";"300";"360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1736";"-";"141";"-";"-";"-"
"Canaã dos Carajás (PA)";"-";"-";"600";"-";"6000";"-";"...";"40";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"360";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capanema (PA)";"-";"-";"210";"-";"80";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2160";"-";"-";"-";"-";"-";"256";"-";"-";"148";"-";"277";"-";"-";"-";"-";"-";"238";"-";"-";"-";"-";"-"
"Capitão Poço (PA)";"-";"-";"11803";"-";"1837";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"9301";"2183";"-";"-";"-";"-";"185630";"-";"-";"-";"-";"224";"-";"-";"-";"-";"-";"2311";"-";"-";"-";"-";"-"
"Castanhal (PA)";"-";"-";"9600";"-";"960";"-";"...";"144";"-";"-";"-";"...";"-";"-";"-";"1500";"16542";"-";"-";"-";"-";"1500";"-";"-";"300";"-";"-";"-";"-";"-";"-";"-";"1788";"-";"-";"-";"12";"-"
