"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Área destinada à colheita (Hectares)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Quatiguá (PR)";"4";"-";"-";"-";"7";"-";"...";"-";"20";"20";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"3";"-";"-";"3";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Quatro Barras (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"3"
"Quatro Pontes (PR)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Quedas do Iguaçu (PR)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"Querência do Norte (PR)";"-";"-";"-";"-";"5";"-";"...";"-";"1";"1";"-";"...";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Quinta do Sol (PR)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Quitandinha (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"48";"-";"-";"-";"-";"5";"8";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"15"
"Ramilândia (PR)";"3";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"13";"-";"4";"-";"-";"4";"-";"-";"4";"-";"-";"8";"-";"-";"-";"-";"-";"9";"-";"-";"3"
"Rancho Alegre (PR)";"-";"-";"-";"-";"27";"-";"...";"-";"2";"2";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"190";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"1"
"Rancho Alegre D'Oeste (PR)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Realeza (PR)";"1";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"7";"-";"-";"-";"11";"1";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"9";"-";"-";"24"
"Rebouças (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"430";"-";"-";"-";"8";"4";"-";"-";"-";"5";"-";"-";"-";"2";"11";"-";"-";"7";"-";"-";"15"
"Renascença (PR)";"1";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"3";"-";"-";"-";"5";"1";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"6";"-";"-";"4"
"Reserva (PR)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"2";"-";"-";"-";"2";"-";"-";"-";"-";"9";"-";"-";"2";"-";"-";"10"
"Reserva do Iguaçu (PR)";"1";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"406";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"6"
"Ribeirão Claro (PR)";"20";"-";"-";"-";"20";"-";"...";"-";"653";"653";"-";"...";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"3";"-";"-";"1";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Ribeirão do Pinhal (PR)";"8";"-";"-";"-";"4";"-";"...";"-";"476";"476";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio Azul (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"13"
"Rio Bom (PR)";"3";"-";"-";"-";"40";"-";"...";"-";"2";"2";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Rio Bonito do Iguaçu (PR)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"Rio Branco do Ivaí (PR)";"2";"-";"-";"-";"-";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio Branco do Sul (PR)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"550";"-";"-";"20"
"Rio Negro (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"42"
"Rolândia (PR)";"30";"-";"-";"-";"3";"-";"...";"-";"300";"300";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Roncador (PR)";"1";"-";"-";"-";"3";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"25";"-";"-";"-";"3";"3";"-";"-";"-";"1";"-";"-";"-";"-";"7";"-";"-";"2";"-";"-";"1"
"Rondon (PR)";"3";"-";"-";"-";"2";"12";"...";"-";"34";"34";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"305";"1";"-";"-";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rosário do Ivaí (PR)";"2";"-";"-";"-";"4";"-";"...";"-";"15";"15";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"2";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150"
"Sabáudia (PR)";"1";"-";"-";"-";"3";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"76";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Salgado Filho (PR)";"1";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"1";"1";"-";"-";"10";"2";"-";"-";"-";"2";"-";"1";"-";"1";"2";"-";"-";"5";"-";"-";"59"
"Salto do Itararé (PR)";"2";"-";"-";"-";"12";"-";"...";"-";"289";"289";"-";"...";"-";"-";"-";"-";"-";"-";"-";"3";"-";"2";"-";"-";"-";"2";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Salto do Lontra (PR)";"1";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"19";"1";"-";"-";"10";"1";"-";"1";"-";"-";"-";"-";"-";"1";"3";"-";"-";"6";"-";"-";"13"
"Santa Amélia (PR)";"-";"-";"-";"-";"92";"-";"...";"-";"111";"111";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cecília do Pavão (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz de Monte Castelo (PR)";"-";"-";"-";"-";"2";"6";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Santa Fé (PR)";"1";"-";"-";"-";"5";"-";"...";"-";"14";"14";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"Santa Helena (PR)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"Santa Inês (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"1";"1";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Isabel do Ivaí (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Izabel do Oeste (PR)";"1";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"18";"-";"-";"-";"9";"1";"-";"-";"-";"-";"-";"-";"-";"1";"2";"-";"-";"7";"-";"-";"13"
"Santa Lúcia (PR)";"2";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"-";"1";"2";"-";"4";"3";"1";"-";"4";"1";"-";"1";"-";"-";"1";"-";"-";"5";"-";"-";"10"
"Santa Maria do Oeste (PR)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1000";"-";"-";"-";"11";"3";"-";"-";"-";"6";"-";"-";"-";"2";"1";"-";"-";"3";"-";"-";"1"
"Santa Mariana (PR)";"5";"-";"-";"-";"1";"-";"...";"-";"326";"326";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1";"-";"294";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"Santa Mônica (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Itararé (PR)";"5";"-";"-";"-";"65";"-";"...";"-";"1";"1";"-";"...";"48";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"2";"5";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-"
"Santa Tereza do Oeste (PR)";"3";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"15";"1";"2";"-";"9";"2";"1";"-";"3";"-";"-";"-";"-";"-";"4";"-";"-";"8";"-";"-";"16"
"Santa Terezinha de Itaipu (PR)";"2";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Santo Antônio da Platina (PR)";"4";"-";"-";"-";"5";"-";"...";"-";"730";"730";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"2";"-";"-";"3";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Santo Antônio do Caiuá (PR)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santo Antônio do Paraíso (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"20";"-";"36";"-";"-";"-";"7";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-"
"Santo Antônio do Sudoeste (PR)";"1";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"10";"1";"-";"-";"13";"3";"-";"-";"-";"-";"-";"-";"-";"1";"2";"-";"-";"4";"-";"-";"18"
"Santo Inácio (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Carlos do Ivaí (PR)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"239";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Jerônimo da Serra (PR)";"25";"-";"-";"-";"31";"-";"...";"-";"778";"778";"-";"...";"10";"-";"-";"-";"-";"-";"-";"-";"-";"85";"-";"-";"2";"2";"3";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"6"
"São João (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"11";"-";"-";"-";"3";"1";"-";"-";"-";"-";"-";"3";"-";"-";"2";"-";"-";"1";"-";"-";"18"
"São João do Caiuá (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"1";"1";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"684";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Ivaí (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Triunfo (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16"
"São Jorge d'Oeste (PR)";"1";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"2";"1";"-";"-";"6";"1";"-";"-";"-";"-";"-";"1";"-";"1";"2";"-";"-";"4";"-";"-";"10"
"São Jorge do Ivaí (PR)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Jorge do Patrocínio (PR)";"20";"-";"-";"-";"8";"-";"...";"-";"219";"219";"-";"...";"-";"-";"-";"15";"-";"-";"-";"-";"-";"64";"74";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"São José da Boa Vista (PR)";"-";"-";"-";"-";"26";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"-";"-";"-";"-";"2";"-";"40";"4";"-";"1";"3";"10";"-";"-";"-";"-";"2";"-";"-";"2";"-";"-";"6"
"São José das Palmeiras (PR)";"-";"-";"-";"-";"3";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"12";"-";"-";"-";"-";"-";"4";"-";"-";"5"
"São José dos Pinhais (PR)";"-";"-";"-";"-";"240";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"25"
"São Manoel do Paraná (PR)";"2";"-";"-";"-";"1";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Mateus do Sul (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"7800";"1";"-";"-";"15";"2";"-";"-";"-";"-";"-";"-";"-";"2";"5";"-";"-";"21";"-";"-";"13"
"São Miguel do Iguaçu (PR)";"2";"-";"-";"-";"27";"-";"...";"-";"1";"1";"-";"...";"-";"-";"-";"-";"-";"-";"1";"3";"-";"5";"6";"-";"-";"4";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8"
"São Pedro do Iguaçu (PR)";"1";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"-";"-";"6";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"São Pedro do Ivaí (PR)";"1";"-";"-";"-";"6";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Pedro do Paraná (PR)";"-";"-";"-";"-";"-";"110";"...";"-";"2";"2";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"São Sebastião da Amoreira (PR)";"44";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"-";"-";"-";"-";"200";"4";"-";"-";"10";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21"
"São Tomé (PR)";"2";"-";"-";"-";"1";"-";"...";"-";"66";"66";"-";"...";"-";"-";"-";"1";"-";"-";"-";"30";"-";"25";"12";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sapopema (PR)";"8";"-";"-";"-";"3";"-";"...";"-";"150";"150";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Sarandi (PR)";"-";"-";"-";"-";"5";"-";"...";"-";"14";"14";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30"
"Saudade do Iguaçu (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"Sengés (PR)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"3";"-";"-";"-";"4";"-";"-";"-";"-";"2";"-";"-";"7";"-";"-";"-"
"Serranópolis do Iguaçu (PR)";"1";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"1";"-";"-";"3";"-";"-";"4";"-";"-";"-";"-";"-";"3";"-";"-";"5"
"Sertaneja (PR)";"-";"-";"-";"-";"16";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"1";"-";"-";"5";"2";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"13"
"Sertanópolis (PR)";"11";"-";"-";"-";"-";"-";"...";"-";"35";"35";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Siqueira Campos (PR)";"30";"-";"-";"-";"30";"-";"...";"-";"430";"430";"-";"...";"-";"-";"-";"-";"-";"-";"-";"35";"-";"3";"5";"-";"-";"10";"4";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"1"
"Sulina (PR)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5";"-";"-";"-";"5";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Tamarana (PR)";"-";"-";"-";"-";"4";"-";"...";"-";"50";"50";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tamboara (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"38";"38";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"Tapejara (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"55";"55";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tapira (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"4";"4";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1";"-";"13";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teixeira Soares (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1";"-";"-";"-";"-";"185";"-";"-";"-";"2";"-";"-";"-";"-";"1";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"4"
"Telêmaco Borba (PR)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"Terra Boa (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"42";"42";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"Terra Rica (PR)";"-";"-";"-";"-";"1";"30";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Terra Roxa (PR)";"2";"-";"-";"-";"6";"-";"...";"-";"40";"40";"-";"...";"2";"-";"-";"-";"-";"-";"-";"-";"-";"10";"4";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"5"
"Tibagi (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"5";"-";"-";"-";"-";"-";"-";"-";"13";"-";"-";"3";"-";"-";"-"
"Tijucas do Sul (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5"
"Toledo (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"17"
"Tomazina (PR)";"6";"-";"-";"-";"8";"-";"...";"-";"1218";"1218";"-";"...";"-";"-";"-";"-";"-";"-";"-";"6";"-";"7";"-";"-";"1";"6";"6";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"2"
"Três Barras do Paraná (PR)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"10"
"Tunas do Paraná (PR)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Tuneiras do Oeste (PR)";"-";"-";"-";"-";"1";"-";"...";"-";"8";"8";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"Tupãssi (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"Turvo (PR)";"1";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"852";"-";"-";"-";"11";"1";"-";"-";"-";"15";"-";"-";"-";"-";"5";"-";"-";"2";"-";"-";"4"
"Ubiratã (PR)";"11";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Umuarama (PR)";"7";"-";"-";"-";"15";"-";"...";"-";"20";"20";"-";"...";"-";"-";"-";"1";"-";"-";"-";"2";"-";"10";"3";"-";"8";"6";"1";"-";"-";"3";"-";"-";"-";"-";"2";"-";"2";"2"
"União da Vitória (PR)";"1";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"2475";"1";"-";"-";"5";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"8";"-";"-";"36"
"Uniflor (PR)";"-";"-";"-";"-";"-";"-";"...";"-";"2";"2";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-"
"Uraí (PR)";"25";"-";"-";"-";"60";"-";"...";"-";"4";"4";"-";"...";"-";"-";"-";"-";"-";"-";"-";"4";"-";"470";"5";"-";"2";"40";"3";"-";"80";"-";"-";"2";"-";"-";"5";"-";"-";"64"
"Wenceslau Braz (PR)";"6";"-";"-";"-";"55";"-";"...";"-";"4";"4";"-";"...";"2";"-";"-";"-";"-";"-";"-";"1";"-";"6";"5";"-";"-";"3";"20";"-";"-";"-";"-";"5";"-";"-";"4";"-";"-";"2"
