"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Valor da produção (Mil Reais)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Independência (RS)";"-";"-";"-";"-";"27";"-";"...";"-";"-";"-";"-";"...";"18";"-";"-";"-";"-";"-";"-";"-";"-";"67";"12";"-";"-";"-";"-";"-";"20";"-";"-";"24";"-";"-";"89";"-";"-";"95"
"Inhacorá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"71";"-";"-";"49"
"Ipê (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"4725";"-";"-";"-";"-";"68";"120";"-";"-";"216";"-";"40004";"-";"-";"-";"-";"-";"-";"-";"13596";"-";"-";"201";"-";"-";"11082"
"Ipiranga do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"75";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"75"
"Iraí (RS)";"83";"-";"-";"-";"334";"-";"...";"-";"-";"-";"-";"...";"84";"-";"-";"-";"-";"-";"34";"180";"-";"515";"112";"-";"-";"-";"12";"-";"156";"-";"30";"60";"-";"-";"133";"-";"-";"545"
"Itaara (RS)";"-";"-";"-";"-";"61";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"15";"-";"-";"122";"12";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"128";"-";"-";"824"
"Itacurubi (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"215";"-";"-";"-";"-";"-";"-";"84";"-";"-";"72";"-";"-";"200";"-";"-";"-"
"Itapuca (RS)";"-";"-";"-";"-";"19";"-";"...";"-";"-";"-";"-";"...";"70";"-";"-";"-";"-";"13519";"30";"-";"-";"324";"20";"-";"-";"-";"-";"-";"135";"-";"34";"64";"-";"-";"39";"-";"-";"136"
"Itaqui (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"864";"-";"-";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"200";"-";"-";"-"
"Itati (RS)";"-";"-";"-";"-";"6187";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"495";"-";"-";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-";"396";"-";"-";"90"
"Itatiba do Sul (RS)";"240";"-";"-";"-";"217";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"1801";"-";"-";"-";"32092";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"450";"-";"-";"576"
"Ivorá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"37";"-";"-";"2175";"60";"-";"-";"-";"-";"-";"48";"-";"-";"228";"-";"-";"210";"-";"-";"1132"
"Ivoti (RS)";"165";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"48";"-";"-";"-";"-";"-";"-";"144";"-";"640";"60";"-";"-";"36";"-";"-";"19";"-";"-";"70";"-";"-";"196";"-";"-";"593"
"Jaboticaba (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"176";"-";"-";"-";"468";"10";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"72";"-";"-";"95"
"Jacuizinho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"32";"-";"-";"-";"-";"-";"-";"-";"-";"375";"-";"42";"-";"-";"-";"-";"-";"-";"-";"118";"-";"-";"67";"-";"-";"30"
"Jacutinga (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"960";"-";"-";"421";"-";"-";"-";"-";"-";"-";"40";"-";"-";"80";"-";"-";"-";"-";"-";"450"
"Jaguarão (RS)";"-";"-";"-";"5";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1135";"-";"-";"-";"-";"-";"-"
"Jaguari (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"119";"-";"-";"1920";"24";"-";"-";"-";"-";"-";"360";"-";"-";"600";"-";"-";"495";"-";"-";"1098"
"Jaquirana (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"-";"5610";"-";"-";"-";"-";"-";"-";"-";"144";"-";"-";"18";"-";"-";"420"
"Jari (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"120";"-";"-";"98"
"Jóia (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"652";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"135";"-";"-";"133"
"Júlio de Castilhos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"42";"-";"-";"-";"-";"-";"56";"-";"-";"682";"20";"-";"-";"-";"-";"-";"32";"-";"-";"46";"-";"-";"232";"-";"-";"80"
"Lagoa Bonita do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"30";"-";"-";"-";"-";"-";"25";"-";"-";"392";"48";"-";"-";"-";"-";"-";"24";"-";"-";"126";"-";"-";"300";"-";"-";"48"
"Lagoão (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"53";"-";"-";"-";"-";"-";"32";"-";"-";"700";"66";"-";"-";"-";"-";"-";"36";"-";"66";"240";"-";"-";"110";"-";"-";"256"
"Lagoa dos Três Cantos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"22";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"18";"-";"-";"126"
"Lagoa Vermelha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"12";"-";"-";"-";"-";"23";"36";"-";"-";"528";"-";"1570";"-";"-";"-";"-";"630";"-";"-";"315";"-";"-";"195";"-";"-";"539"
"Lajeado (RS)";"-";"-";"-";"-";"73";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"256";"42";"-";"-";"-";"-";"-";"13";"-";"-";"25";"-";"-";"92";"-";"-";"-"
"Lajeado do Bugre (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"196";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"13"
"Lavras do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"416"
"Liberato Salzano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"40";"-";"-";"-";"30330";"24";"-";"-";"-";"-";"-";"336";"-";"-";"45";"-";"-";"1260";"-";"-";"336"
"Lindolfo Collor (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"60";"-";"-";"-";"-";"-";"54";"-";"-";"1313";"127";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"469";"-";"-";"52"
"Linha Nova (RS)";"172";"-";"-";"-";"51";"-";"...";"-";"-";"-";"-";"...";"160";"-";"-";"-";"-";"-";"222";"210";"-";"351";"76";"-";"-";"-";"-";"-";"-";"-";"-";"71";"-";"-";"165";"-";"-";"225"
"Machadinho (RS)";"-";"-";"-";"-";"128";"-";"...";"-";"-";"-";"-";"...";"59";"-";"-";"-";"-";"3575";"-";"-";"-";"161";"-";"-";"-";"-";"-";"-";"-";"-";"-";"64";"-";"-";"270";"-";"-";"374"
"Maçambará (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"190";"-";"-";"-";"-";"-";"648"
"Mampituba (RS)";"-";"-";"-";"-";"51460";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"5580";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"240"
"Manoel Viana (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"605";"-";"-";"-";"-";"-";"-";"-";"-";"-";"160";"-";"-";"120";"-";"-";"-"
"Maquiné (RS)";"-";"-";"-";"-";"13248";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"675";"-";"-";"-";"-";"540";"-";"-";"-";"-";"-";"-";"-";"202";"-";"-";"456"
"Maratá (RS)";"-";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"364";"-";"-";"3250";"197";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"3943";"-";"-";"220"
"Marau (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"138";"-";"-";"-";"-";"164";"117";"-";"-";"500";"-";"-";"-";"-";"-";"-";"130";"-";"-";"351";"-";"-";"216";"-";"-";"1211"
"Marcelino Ramos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2240";"-";"-";"-";"4439";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2025";"-";"-";"108"
"Mariana Pimentel (RS)";"-";"-";"-";"12";"13";"-";"...";"-";"-";"-";"-";"...";"38";"-";"-";"-";"-";"-";"10";"-";"-";"397";"184";"-";"-";"-";"-";"-";"102";"-";"46";"4";"-";"-";"71";"-";"-";"338"
"Mariano Moro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"168";"-";"-";"-";"-";"64";"-";"-";"-";"2116";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"300";"-";"-";"580"
"Marques de Souza (RS)";"-";"-";"-";"-";"213";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"27";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"386";"-";"-";"-";"-";"-";"248";"-";"-";"307"
"Mata (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"167";"-";"-";"-";"-";"-";"-";"84";"-";"-";"18";"-";"-";"-";"-";"-";"36"
"Mato Castelhano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"274";"91";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"40"
"Mato Leitão (RS)";"-";"-";"-";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"812";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"-"
"Mato Queimado (RS)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"64";"14";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"49";"-";"-";"11"
"Maximiliano de Almeida (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"370";"-";"-";"-";"6656";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"485";"-";"-";"900"
"Minas do Leão (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1660";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miraguaí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1008";"24";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"144";"-";"-";"31"
"Montauri (RS)";"81";"-";"-";"-";"26";"-";"...";"-";"-";"-";"-";"...";"24";"-";"-";"-";"-";"60";"200";"-";"-";"162";"13";"-";"-";"-";"-";"-";"29";"-";"20";"35";"-";"-";"34";"-";"-";"60"
"Monte Alegre dos Campos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"369";"-";"-";"-";"-";"-";"280";"-";"-";"475";"-";"76146";"-";"-";"-";"72";"-";"-";"600";"480";"-";"-";"360";"-";"-";"22080"
"Monte Belo do Sul (RS)";"133";"-";"-";"-";"28";"-";"...";"-";"-";"-";"-";"...";"70";"-";"-";"-";"-";"-";"128";"-";"-";"613";"64";"-";"-";"-";"-";"-";"59";"-";"-";"-";"-";"-";"67";"-";"-";"63326"
"Montenegro (RS)";"30";"-";"-";"18";"-";"-";"...";"-";"-";"-";"-";"...";"58";"-";"-";"-";"-";"-";"-";"-";"-";"9230";"1919";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"104623";"-";"-";"336"
"Mormaço (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"258";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"59"
"Morrinhos do Sul (RS)";"-";"-";"-";"-";"94526";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"306";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro Redondo (RS)";"-";"-";"-";"75";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"350";"20";"-";"20";"-";"-";"-";"-";"-";"-";"60";"-";"-";"6600";"-";"-";"130";"-";"-";"240"
"Morro Reuter (RS)";"147";"-";"-";"-";"232";"-";"...";"-";"-";"-";"-";"...";"176";"-";"-";"-";"-";"-";"137";"-";"-";"710";"77";"-";"-";"-";"-";"-";"60";"-";"-";"132";"-";"-";"525";"-";"-";"1317"
"Mostardas (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Muçum (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"102";"-";"-";"-";"234";"24";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"393";"-";"-";"556"
"Muitos Capões (RS)";"-";"-";"-";"1050";"-";"-";"...";"-";"-";"-";"-";"...";"169";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"85201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3744"
"Muliterno (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"149"
"Não-Me-Toque (RS)";"10";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"22";"-";"-";"-";"214";"15";"-";"-";"-";"-";"-";"102";"-";"-";"10";"-";"-";"72";"-";"-";"15"
"Nicolau Vergueiro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"101";"-";"-";"-";"236";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"114";"-";"-";"264"
"Nonoai (RS)";"-";"-";"-";"-";"140";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"481";"-";"-";"-";"263";"28";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"225";"-";"-";"-"
"Nova Alvorada (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"5231";"-";"-";"-";"227";"-";"-";"-";"-";"-";"-";"15";"-";"-";"210";"-";"-";"44";"-";"-";"810"
"Nova Araçá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"62";"-";"-";"20";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"20";"-";"-";"28"
"Nova Bassano (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"74";"-";"-";"-";"-";"-";"90";"-";"-";"278";"54";"-";"-";"-";"-";"-";"72";"-";"30";"74";"-";"-";"270";"-";"-";"1909"
"Nova Boa Vista (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"11";"-";"-";"-";"240";"33";"-";"-";"-";"-";"-";"120";"-";"-";"22";"-";"-";"36";"-";"-";"53"
"Nova Bréscia (RS)";"-";"-";"-";"-";"69";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"72";"23";"-";"-";"352";"-";"-";"-";"-";"-";"-";"14";"-";"-";"62";"-";"-";"378";"-";"-";"1692"
"Nova Candelária (RS)";"23";"-";"-";"-";"73";"-";"...";"-";"-";"-";"-";"...";"21";"-";"-";"-";"-";"-";"21";"16";"-";"167";"21";"-";"21";"24";"-";"-";"-";"-";"21";"80";"-";"-";"146";"-";"-";"190"
"Nova Esperança do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"30";"-";"-";"-";"-";"-";"69";"-";"-";"453";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"205";"-";"-";"300"
"Nova Hartz (RS)";"-";"-";"-";"-";"136";"-";"...";"-";"-";"-";"-";"...";"12";"-";"-";"-";"-";"-";"8";"6";"-";"110";"4";"-";"-";"-";"-";"-";"74";"-";"-";"9";"-";"-";"41";"-";"-";"4"
"Nova Pádua (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1200";"-";"-";"-";"-";"-";"224";"-";"-";"324";"35";"640";"-";"-";"-";"-";"80";"-";"720";"1404";"-";"-";"60";"-";"-";"30654"
"Nova Palma (RS)";"-";"-";"-";"-";"450";"-";"...";"-";"-";"-";"-";"...";"44";"-";"-";"-";"-";"-";"134";"-";"-";"2180";"30";"-";"-";"-";"-";"-";"32";"-";"63";"135";"-";"-";"504";"-";"-";"1400"
"Nova Petrópolis (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"96";"-";"-";"-";"-";"-";"1413";"172";"-";"690";"88";"-";"-";"-";"200";"-";"126";"-";"-";"480";"-";"-";"984";"-";"-";"1896"
"Nova Prata (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"45";"-";"-";"-";"-";"221";"55";"-";"-";"252";"66";"-";"-";"-";"-";"-";"14";"-";"-";"160";"-";"-";"163";"-";"-";"1875"
"Nova Ramada (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"33"
"Nova Roma do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"406";"-";"-";"-";"-";"-";"495";"-";"-";"2088";"63";"-";"-";"-";"-";"-";"-";"-";"-";"2640";"-";"-";"1710";"-";"-";"28314"
"Nova Santa Rita (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Cabrais (RS)";"35";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"28";"-";"-";"-";"-";"-";"35";"-";"-";"380";"40";"-";"-";"-";"-";"-";"24";"-";"16";"120";"-";"-";"40";"-";"-";"96"
"Novo Hamburgo (RS)";"147";"-";"-";"-";"132";"-";"...";"-";"-";"-";"-";"...";"369";"-";"-";"-";"-";"-";"217";"1020";"-";"6768";"524";"-";"-";"-";"-";"-";"95";"-";"-";"314";"-";"-";"1628";"-";"-";"480"
"Novo Machado (RS)";"17";"-";"-";"-";"98";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"34";"36";"-";"133";"21";"-";"57";"6";"-";"-";"10";"-";"-";"36";"-";"-";"102";"-";"-";"99"
"Novo Tiradentes (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"10";"-";"-";"-";"774";"-";"-";"-";"-";"-";"-";"99";"-";"-";"47";"-";"-";"-";"-";"-";"116"
"Novo Xingu (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"14";"-";"-";"-";"1307";"-";"-";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"64";"-";"-";"45"
"Novo Barreiro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2856";"-";"-";"-";"216";"-";"-";"-";"-";"-";"-";"11";"-";"-";"30";"-";"-";"14";"-";"-";"83"
"Osório (RS)";"-";"-";"-";"-";"2946";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"285";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"-";"192";"-";"-";"35"
"Paim Filho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"50";"60";"-";"-";"3994";"-";"263";"-";"-";"-";"-";"-";"-";"-";"567";"-";"-";"110";"-";"-";"470"
"Palmares do Sul (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Palmeira das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20592";"46";"-";"-";"1008";"30";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"270";"-";"-";"224"
"Palmitinho (RS)";"135";"-";"-";"-";"96";"-";"...";"-";"-";"-";"-";"...";"126";"-";"-";"-";"-";"31";"13";"236";"-";"187";"160";"-";"-";"-";"-";"-";"-";"-";"60";"88";"-";"-";"100";"-";"-";"33"
"Panambi (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"308";"-";"-";"-";"285";"-";"-";"-";"-";"-";"-";"72";"-";"-";"42";"-";"-";"114";"-";"-";"64"
"Pantano Grande (RS)";"-";"-";"-";"50";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"182";"-";"-";"-";"-";"-";"31";"-";"-";"40"
"Paraí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"44";"-";"-";"-";"-";"-";"360";"-";"-";"83";"11";"540";"-";"-";"-";"-";"240";"-";"-";"620";"-";"-";"108";"-";"-";"3642"
"Paraíso do Sul (RS)";"35";"-";"-";"-";"50";"-";"...";"-";"-";"-";"-";"...";"28";"-";"-";"-";"-";"-";"77";"36";"-";"800";"80";"-";"-";"-";"-";"-";"60";"-";"20";"90";"-";"-";"280";"-";"-";"72"
"Pareci Novo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"700";"-";"-";"-";"-";"-";"-";"-";"-";"4492";"1756";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"46778";"-";"-";"340"
"Parobé (RS)";"19";"-";"-";"-";"14";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69";"11";"-";"-";"-";"-";"-";"63";"-";"-";"14";"-";"-";"48";"-";"-";"-"
"Passa Sete (RS)";"-";"-";"-";"-";"64";"-";"...";"-";"-";"-";"-";"...";"150";"-";"-";"-";"-";"-";"105";"-";"-";"312";"44";"-";"-";"-";"-";"-";"72";"-";"40";"150";"-";"-";"168";"-";"-";"440"
"Passo do Sobrado (RS)";"-";"-";"-";"-";"43";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"25";"20";"-";"75";"-";"-";"-";"-";"-";"-";"14";"-";"-";"28";"-";"-";"60";"-";"-";"-"
"Passo Fundo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"251";"-";"-";"-";"-";"195";"-";"-";"-";"225";"-";"-";"-";"-";"-";"-";"450";"-";"-";"630";"-";"-";"306";"-";"-";"-"
"Paulo Bento (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"291";"-";"-";"-";"190";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"85";"-";"-";"120"
"Paverama (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1377";"-";"-";"-";"-";"-";"-";"400";"-";"-";"-";"-";"-";"332";"-";"-";"-"
"Pedras Altas (RS)";"-";"-";"-";"22";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"494"
"Pedro Osório (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Pejuçara (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"36";"-";"-";"160"
